,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
SMTN,0.00589978148897001,-0.0357768786712355,2.42987377847678,-0.0147237601344309,0.988252563566026,NA,NOT_CHANGE
RP3-412A9.11,0.116111889217238,-0.122074887123776,0.310332085065102,-0.393368565477744,0.694047283292856,0.737182945130874,NOT_CHANGE
INPP5J,0.000813749902946541,0.0136729068380623,3.89853328810201,0.00350719253309722,0.997201670962841,NA,NOT_CHANGE
PLA2G3,0.000409200293017504,0.0209224283475307,3.89853328810201,0.0053667435420865,0.995717978741074,NA,NOT_CHANGE
RNF185,0.0167347631913635,-0.059510070142562,1.22373326001592,-0.0486299360219955,0.961214212685905,NA,NOT_CHANGE
LIMK2,0.0118412200104544,-0.0404622255140225,1.48326003210097,-0.0272792528877824,0.978237004507293,NA,NOT_CHANGE
PIK3IP1,0.179745551051131,-0.245689538827803,0.219637639010892,-1.11861309352182,0.263305235114871,0.345567789282463,NOT_CHANGE
RP3-400N23.6,0.00203738902982809,0.00926609097082706,3.89853328810201,0.00237681463413596,0.998103578085092,NA,NOT_CHANGE
PATZ1,0.0214597991617715,-0.0077684662988781,1.03758412918327,-0.00748707124596535,0.994026237258374,NA,NOT_CHANGE
RP3-400N23.9,0.00162980584423518,0.0251864868108795,3.89853328810201,0.00646050320712831,0.994845300093938,NA,NOT_CHANGE
DRG1,0.0630980557873358,-0.118655363078805,0.481815161685006,-0.2462673915529,0.805475250504142,NA,NOT_CHANGE
EIF4ENIF1,0.0153185088465427,-0.0262474629566423,1.28985651505307,-0.0203491339155366,0.983764860691517,NA,NOT_CHANGE
SFI1,0.0393769898687577,-0.107134833154846,0.694930837629386,-0.154166180796228,0.877478707174222,NA,NOT_CHANGE
PISD,0.020593453505838,-0.0900723266899644,1.03764223630035,-0.0868047999001196,0.9308266722599,NA,NOT_CHANGE
PRR14L,0.0314751917909241,-0.035773588362357,0.784632686993766,-0.0455927836748933,0.963634820985949,NA,NOT_CHANGE
DEPDC5,0.0376180112067747,-0.0130313543598905,0.69442257419007,-0.0187657412708528,0.985027983513323,NA,NOT_CHANGE
YWHAH,0.214813067971933,-0.580602549459941,0.216083830032307,-2.68693196234597,0.00721116397345884,0.0159021699868225,NOT_CHANGE
CTA-342B11.1,0.000410393507638644,0.0209224283475307,3.89853328810201,0.0053667435420865,0.995717978741074,NA,NOT_CHANGE
SLC5A1,0.000406734705953328,0.0209224283475307,3.89853328810201,0.0053667435420865,0.995717978741074,NA,NOT_CHANGE
RFPL2,0.000406550709796678,0.0122515540169458,3.89853328810201,0.00314260597808321,0.997492567336624,NA,NOT_CHANGE
RP1-90G24.11,0.000410604522442646,0.0209224283475305,3.89853328810201,0.00536674354208645,0.995717978741074,NA,NOT_CHANGE
RTCB,0.074178596288939,-0.117805321966742,0.437182779106688,-0.269464689820259,0.787572111023902,NA,NOT_CHANGE
FBXO7,0.100556270774615,-0.122219292996171,0.327755044051435,-0.37289828246546,0.709224150368864,NA,NOT_CHANGE
SYN3,0.000407921679740101,0.0209224283475305,3.89853328810201,0.00536674354208645,0.995717978741074,NA,NOT_CHANGE
TIMP3,0.00122358037057248,0.0150942596591786,3.89853328810201,0.00387177908811116,0.996910774961019,NA,NOT_CHANGE
LARGE,0.0133090940014279,0.0144067239281811,1.51412386853113,0.0095148912368426,0.992408329734221,NA,NOT_CHANGE
LL22NC03-32F9.1,0.000611157984397597,0.0136729068380626,3.89853328810201,0.00350719253309728,0.997201670962841,NA,NOT_CHANGE
RP1-101G11.3,0.000406318651275062,0.0122515540169462,3.89853328810201,0.00314260597808332,0.997492567336624,NA,NOT_CHANGE
ISX,0.000412595878683902,0.0209224283475306,3.89853328810201,0.00536674354208646,0.995717978741074,NA,NOT_CHANGE
HMGXB4,0.061466199592374,-0.2124732059734,0.497938322155981,-0.42670587203136,0.669593573047171,NA,NOT_CHANGE
TOM1,0.0126688960507802,0.0115643631958156,1.4507577233107,0.00797125737123439,0.993639924167581,NA,NOT_CHANGE
CTA-286B10.8,0.000203159325637531,0.0122515540169462,3.89853328810201,0.00314260597808332,0.997492567336624,NA,NOT_CHANGE
HMOX1,0.0243299676519653,-0.0252530950030112,0.938146398608067,-0.026918074876671,0.978525077073818,NA,NOT_CHANGE
MCM5,0.12544394068275,-0.462225748390443,0.299359160984521,-1.54405078792409,0.122576029413028,0.189817179306002,NOT_CHANGE
MB,0.000814922893236374,0.0136729068380623,3.89853328810201,0.00350719253309722,0.997201670962841,NA,NOT_CHANGE
APOL6,0.0275899428727813,-0.117934906175393,0.867344185291941,-0.135972441131541,0.891843067386189,NA,NOT_CHANGE
RBFOX2,0.00203286270805372,0.00926609097082676,3.89853328810201,0.00237681463413589,0.998103578085092,NA,NOT_CHANGE
CTA-212A2.4,0.00448687933623706,0.00913797092806032,2.83687651632432,0.00322113806345726,0.997429908115384,NA,NOT_CHANGE
CTA-212A2.3,0.00245651432472352,0.0106874437919436,3.89853328810201,0.00274140118914997,0.99781268105593,NA,NOT_CHANGE
CTA-212A2.2,0.00142403614944289,0.00784473814971082,3.89853328810201,0.00201222807912203,0.998394475366333,NA,NOT_CHANGE
APOL3,0.0542848879610807,-0.135426270119478,0.55019965768847,-0.246140229691233,0.805573682042534,NA,NOT_CHANGE
APOL4,0.000427514151233649,0.0209224283475307,3.89853328810201,0.0053667435420865,0.995717978741074,NA,NOT_CHANGE
APOL2,0.0292596781801511,-0.138262646803261,0.858180862829886,-0.161111314399781,0.872005729058662,NA,NOT_CHANGE
APOL1,0.0321056473005154,-0.0748648725981078,0.77026559176104,-0.0971935828354296,0.922572664074372,NA,NOT_CHANGE
MYH9,0.166234518726899,-0.352097183920993,0.243055346485632,-1.44862965991907,0.147441033587911,0.22178871641801,NOT_CHANGE
RN7SL349P,0.00122108567725128,0.0150942596591786,3.89853328810201,0.00387177908811116,0.996910774961019,NA,NOT_CHANGE
RP5-1119A7.14,0.000412849920810584,0.0209224283475312,3.89853328810201,0.00536674354208661,0.995717978741074,NA,NOT_CHANGE
TXN2,0.192509022169495,-0.491411436424308,0.233056874076092,-2.10854727358896,0.0349836781562207,0.0658695585806865,NOT_CHANGE
FOXRED2,0.00122809723217342,0.0237651339897635,3.89853328810201,0.00609591665211444,0.9951361923427,NA,NOT_CHANGE
EIF3D,0.555120136782404,-0.694718814372766,0.111511540691061,-6.23001718088951,4.66384024458178e-10,2.05695448428834e-09,NOT_CHANGE
IFT27,0.0414199355395449,-0.0681862673122987,0.662585575363575,-0.102909374800204,0.918034897193086,NA,NOT_CHANGE
NCF4,0.145957018934621,-0.500248732420797,0.263333038333252,-1.89968085883597,0.057475013746651,0.101533970696854,NOT_CHANGE
